ID#,APN,Street Address,Auction Type,City,Postal Code,Tax Rate Area,Land Value,Improvements,Total Assessed Value,Assessed Value Year,Property Description,Timeshare Association,Your Max Bid,Opening Bid,Best Bid,Status,Close(PDT),Canceled
2232,2886514323,15621 DAVIS CUP LN RAMONA CA 92065-4901,Timeshare Property,RAMONA,92065,65053, $ 318.00 , $ 212.00 , $ 530.00 ,2025,UND 1/25 INT IN US 43TIMESHARE 43230 PER DOC77-181129 LOT 4,San Diego Country Estates,   - ," $ 1,900.00 ",   - , - ,03/18/2026 10:00:00,REDEEMED
2233,2886514820,15625 DAVIS CUP LN RAMONA CA 92065-4901,Timeshare Property,RAMONA,92065,65053, $ 300.00 , $ 200.00 , $ 500.00 ,2025,UND 1/25 INT IN US 48TIMESHARE 48200 PER DOC77-181129 LOT 4,San Diego Country Estates,   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:00:00,REDEEMED
2234,2886515003,15639 DAVIS CUP LN RAMONA CA 92065-4901,Timeshare Property,RAMONA,92065,65053, $ 318.00 , $ 212.00 , $ 530.00 ,2025,UND 1/25 INT IN US 50TIMESHARE 50030 PER DOC77-181129 LOT 4,San Diego Country Estates,   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:00:00,REDEEMED
2235,2886515317,15643 DAVIS CUP LN RAMONA CA 92065-4901,Timeshare Property,RAMONA,92065,65053, $ 300.00 , $ 200.00 , $ 500.00 ,2025,UND 1/25 INT IN US 53TIMESHARE 53170 PER DOC77-181129 LOT 4,San Diego Country Estates,   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:00:00,REDEEMED
2236,2886515604,15641 DAVIS CUP LN RAMONA CA 92065-4901,Timeshare Property,RAMONA,92065,65053, $ 333.00 , $ 222.00 , $ 555.00 ,2025,UND 1/25 INT IN US 56TIMESHARE 56040 PER DOC77-181129 LOT 4,San Diego Country Estates,   - ," $ 1,900.00 ",   - , - ,03/18/2026 10:00:00,REDEEMED
2237,2886515924,15653 DAVIS CUP LN RAMONA CA 92065-4901,Timeshare Property,RAMONA,92065,65053, $ 300.00 , $ 200.00 , $ 500.00 ,2025,UND 1/25 INT IN US 59TIMESHARE 59240 PER DOC77-181129 LOT 4,San Diego Country Estates,   - , $ 100.00 ,   - , - ,03/18/2026 10:00:00,REDEEMED
2238,2886516124,15659 DAVIS CUP LN RAMONA CA 92065-4901,Timeshare Property,RAMONA,92065,65053, $ 300.00 , $ 200.00 , $ 500.00 ,2025,UND 1/25 INT IN US 61TIMESHARE 61240 PER DOC77-181129 LOT 4,San Diego Country Estates,   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:00:00,REDEEMED
2240,2886804134,25382 PAPPAS RD #41 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 345.00 , $ 230.00 , $ 575.00 ,2025,R041-H34 HIGH SEASON REG YR USE PER D91-499186&UND INT IN PAR 1,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:00:00,
2241,2886805307,25382 PAPPAS RD #51 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 339.00 , $ 226.00 , $ 565.00 ,2025,R053-G07 PRIME SEASON REG YR USE PER D91-499186&UND INT IN PAR 2,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:00:00,
2242,2886806204,25382 PAPPAS RD #63 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 345.00 , $ 230.00 , $ 575.00 ,2025,R062-H04 PRIME SEASON REG YR USE PER D91-499186&UND INT IN PAR 2,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:00:00,
2243,2886807302,25382 PAPPAS RD #71 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 339.00 , $ 226.00 , $ 565.00 ,2025,R073-G02 PRIME SEASON REG YR USE PER D91-499186&UND INT IN PAR 2,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:00:00,
2244,2886810722,25382 PAPPAS RD #106 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 345.00 , $ 230.00 , $ 575.00 ,2025,O107-H22 PRIME SEASON ODD YR USE PER D91-499186&UND INT IN PAR 3,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:00:00,
2245,2886810844,25382 PAPPAS RD #108 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 345.00 , $ 230.00 , $ 575.00 ,2025,O108-G44 HIGH SEASON ODD YR USE PER D91-499186&UND INT IN PAR 3,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:00:00,REDEEMED
2246,2886812839,25382 PAPPAS RD #22 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 345.00 , $ 230.00 , $ 575.00 ,2025,O028-G39 HIGH SEASON ODD YR USE PER D91-499186&UND INT IN PAR 2,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:00:00,
2247,2886814405,25382 PAPPAS RD #47 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 300.00 , $ 200.00 , $ 500.00 ,2025,O044-G05 PRIME SEASON ODD YR USE PER D91-499186&UND INT IN PAR 1,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:00:00,
2248,2886814831,25382 PAPPAS RD #48 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 345.00 , $ 230.00 , $ 575.00 ,2025,O048-G31 HIGH SEASON ODD YR USE PER D91-499186&UND INT IN PAR 1,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:00:00,
2249,2886816440,25382 PAPPAS RD #62 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 778.00 , $ 667.00 ," $ 1,445.00 ",2025,O064-G40 HIGH SEASON ODD YR USE PER D91-499186&UND INT IN PAR 2,Riviera Oaks,   - ," $ 1,500.00 ",   - , - ,03/18/2026 10:00:00,
2250,2886816541,25382 PAPPAS RD #64 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 355.00 , $ 237.00 , $ 592.00 ,2025,O065-H41 HIGH SEASON ODD YR USE PER D91-499186&UND INT IN PAR 2,Riviera Oaks,   - , $ 100.00 ,   - , - ,03/18/2026 10:15:00,
2251,2886820544,25382 PAPPAS RD #102 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 345.00 , $ 230.00 , $ 575.00 ,2025,E105-H44HIGH SEASON EVEN YR USE PER D91-499186&UND INT IN PAR 3,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:15:00,
2252,2886820608,PAPPAS RD RAMONA CA 92065,Timeshare Property,RAMONA,92065,65088, $ 300.00 , $ 200.00 , $ 500.00 ,2025,E106-G08 PRIME SEASON EVEN YR USE PER D91-499186&UND INT PAR 3,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:15:00,
2254,2886823330,25382 PAPPAS RD #33 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 345.00 , $ 230.00 , $ 575.00 ,2025,E033-H30 HIGH SEASON EVEN YR USE PER D91-499186&UND INT IN PAR 1,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:15:00,
2255,2886823436,25382 PAPPAS RD #31 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 345.00 , $ 230.00 , $ 575.00 ,2025,E034-G36 HIGH SEASON EVEN YR USE PER D91-499186&UND INT IN PAR 1,Riviera Oaks,   - , $ 100.00 ,   - , - ,03/18/2026 10:15:00,
2256,2886823516,25382 PAPPAS RD #38 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 345.00 , $ 230.00 , $ 575.00 ,2025,E035-H16 PRIME SEASON EVEN YR USE PER D91-499186&UND INT PAR 1,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:15:00,
2257,2886823746,25382 PAPPAS RD #34 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 374.00 , $ 240.00 , $ 614.00 ,2025,E037-H46 HIGH SEASON EVEN YR USE PER D91-499186&UND INT IN PAR 1,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:15:00,
2259,2886824838,25382 PAPPAS RD #48 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 339.00 , $ 226.00 , $ 565.00 ,2025,E048-G38 HIGH SEASON EVEN YR USE PER D91-499186&UND INT IN PAR 1,Riviera Oaks,   - , $ 100.00 ,   - , - ,03/18/2026 10:15:00,
2260,2886825142,25382 PAPPAS RD #55 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 361.00 , $ 240.00 , $ 601.00 ,2025,E051-G42 HIGH SEASON EVEN YR USE PER D91-499186&UND INT IN PAR 2,Riviera Oaks,   - ," $ 1,300.00 ",   - , - ,03/18/2026 10:15:00,
2261,2886825612,25382 PAPPAS RD #52 RAMONA CA 92065-4925,Timeshare Property,RAMONA,92065,65088, $ 339.00 , $ 226.00 , $ 565.00 ,2025,E056-G12 PRIME SEASON EVEN YR USE PER D91-499186&UND INT PAR 2,Riviera Oaks,   - , $ 100.00 ,   - , - ,03/18/2026 10:15:00,
2263,2886829334,PAPPAS RD RAMONA CA 92065,Timeshare Property,RAMONA,92065,65088, $ 345.00 , $ 230.00 , $ 575.00 ,2025,E093-G34 HIGH SEASON EVEN YR USE PER D91-499186&UND INT IN PAR 3,Riviera Oaks,   - , $ 100.00 ,   - , - ,03/18/2026 10:15:00,
2264,2886829442,PAPPAS RD RAMONA CA 92065,Timeshare Property,RAMONA,92065,65088, $ 339.00 , $ 226.00 , $ 565.00 ,2025,E094-G42 HIGH SEASON EVEN YR USE PER D91-499186&UND INT IN PAR 3,Riviera Oaks,   - , $ 100.00 ,   - , - ,03/18/2026 10:15:00,
2265,2982130107,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311002 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:15:00,
2266,2982130142,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 612.00 , $ 408.00 ," $ 1,020.00 ",2025,312117 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - , $ 100.00 ,   - , - ,03/18/2026 10:15:00,
2267,2982130147,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,312052 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,500.00 ",   - , - ,03/18/2026 10:15:00,
2268,2982130249,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 461.00 , $ 461.00 , $ 922.00 ,2025,312055 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - , $ 100.00 ,   - , - ,03/18/2026 10:15:00,
2269,2982130251,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,312053 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:15:00,
2270,2982130309,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,312071 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,800.00 ",   - , - ,03/18/2026 10:15:00,
2271,2982130333,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311074 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:15:00,
2272,2982130357,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311018 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:15:00,
2273,2982130434,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,312121 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:15:00,
2274,2982130436,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311111 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:15:00,
2275,2982130507,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 555.00 , $ 333.00 , $ 888.00 ,2025,311463 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:15:00,
2276,2982130529,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311456 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:15:00,
2277,2982130557,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311229 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:15:00,
2278,2982130602,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 444.00 , $ 444.00 , $ 888.00 ,2025,311245 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:30:00,REDEEMED
2279,2982130626,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 444.00 , $ 444.00 , $ 888.00 ,2025,311251 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:30:00,REDEEMED
2280,2982130752,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 555.00 , $ 333.00 , $ 888.00 ,2025,311293 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:30:00,
2281,2982130771,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311366 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:30:00,
2282,2982130779,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311401 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:30:00,
2283,2982130802,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311336 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:30:00,
2284,2982130840,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 452.00 , $ 226.00 , $ 678.00 ,2025,311413 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:30:00,
2285,2982130864,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311302 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:30:00,
2286,2982130929,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311479 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:30:00,
2287,2982130931,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 300.00 , $ 200.00 , $ 500.00 ,2025,311480 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:30:00,
2288,2982131028,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,322002 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - , $ 100.00 ,   - , - ,03/18/2026 10:30:00,
2289,2982131035,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 555.00 , $ 333.00 , $ 888.00 ,2025,321040 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:30:00,
2290,2982131169,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,322026 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,800.00 ",   - , - ,03/18/2026 10:30:00,
2291,2982131439,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,322156 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:30:00,
2292,2982131454,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,322005 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - , $ 100.00 ,   - , - ,03/18/2026 10:30:00,
2293,2982131471,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,322053 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - , $ 100.00 ,   - , - ,03/18/2026 10:30:00,
2294,2982131552,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,321152 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:30:00,
2295,2982131669,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 452.00 , $ 452.00 , $ 904.00 ,2025,322070 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,800.00 ",   - , - ,03/18/2026 10:30:00,
2296,2982132011,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,321697 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:30:00,
2297,2982132018,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,321759 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:30:00,
2298,2982132029,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 566.00 , $ 339.00 , $ 905.00 ,2025,322159 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,800.00 ",   - , - ,03/18/2026 10:30:00,
2299,2982132050,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,321662 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:30:00,
2300,2982132069,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,321693 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:30:00,
2301,2982132384,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 900.00 , $ 600.00 ," $ 1,500.00 ",2025,341014 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:30:00,
2302,2982132813,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013," $ 1,200.00 ", $ 800.00 ," $ 2,000.00 ",2025,331143 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,800.00 ",   - , - ,03/18/2026 10:30:00,
2303,2982133025,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013," $ 1,200.00 ", $ 800.00 ," $ 2,000.00 ",2025,331228 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:45:00,
2304,2982133167,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013," $ 1,200.00 ", $ 800.00 ," $ 2,000.00 ",2025,332029 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,800.00 ",   - , - ,03/18/2026 10:45:00,
2305,2982133236,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 555.00 , $ 333.00 , $ 888.00 ,2025,331261 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:45:00,
2306,2982133244,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 566.00 , $ 339.00 , $ 905.00 ,2025,332080 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:45:00,
2307,2982133275,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 555.00 , $ 333.00 , $ 888.00 ,2025,331467 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:45:00,
2308,2982133351,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Timeshare Property,SOLANA BEACH,92075,18013, $ 982.00 , $ 654.00 ," $ 1,636.00 ",2025,331137 TIMESHARE 7 DAYS USE PERIOD PER DOC82-364199 IN,Sand Pebbles (Heritage Ranch),   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:45:00,
2309,2982720414,550 VIA DE LA VALLE #108 SOLANA BEACH CA 92075-2459,Timeshare Property,SOLANA BEACH,92075,18075, $ 400.00 , $ 300.00 , $ 700.00 ,2025,UND 1/51 INT IN US108TIMESHARE 108-14PER DOC82-390469 LOT 1,Winner's Circle,   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:45:00,
2310,2982720442,550 VIA DE LA VALLE #108 SOLANA BEACH CA 92075-2459,Timeshare Property,SOLANA BEACH,92075,18075, $ 400.00 , $ 300.00 , $ 700.00 ,2025,UND 1/51 INT IN US108TIMESHARE 108-42PER DOC82-390469 LOT 1,Winner's Circle,   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:45:00,
2311,2982720512,550 VIA DE LA VALLE #109 SOLANA BEACH CA 92075-2459,Timeshare Property,SOLANA BEACH,92075,18075, $ 424.00 , $ 318.00 , $ 742.00 ,2025,UND 1/51 INT IN US109TIMESHARE 109-12PER DOC82-390469 LOT 1,Winner's Circle,   - ," $ 1,700.00 ",   - , - ,03/18/2026 10:45:00,
2313,2982720731,550 VIA DE LA VALLE #111A SOLANA BEACH CA 92075-2459,Timeshare Property,SOLANA BEACH,92075,18075, $ 500.00 , $ 300.00 , $ 800.00 ,2025,UND 1/51 INT IN US111TIMESHARE 111-31PER DOC82-390469 LOT 1,Winner's Circle,   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:45:00,
2314,2982720742,550 VIA DE LA VALLE #111A SOLANA BEACH CA 92075-2459,Timeshare Property,SOLANA BEACH,92075,18075, $ 339.00 , $ 226.00 , $ 565.00 ,2025,UND 1/51 INT IN US111TIMESHARE 111-42PER DOC82-390469 LOT 1,Winner's Circle,   - ," $ 1,600.00 ",   - , - ,03/18/2026 10:45:00,
