ID#         Opening Bid  Status       Address
2525          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2526            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2527            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2528            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2529            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2530            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2531            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2532            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2533            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2534            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2535            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2536            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2537            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2538            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2539            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2540            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2541            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2543            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2544          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2545          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2546          $1,400.00  Canceled     500-524 E ST SAN DIEGO CA 92101-6206
2547          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2548          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2549          $1,600.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2550          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2551          $1,600.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2552          $1,600.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2553          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2554          $1,600.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2555          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2557          $2,000.00  Upcoming     1415 ORANGE AVE #113 CORONADO CA 92118-2948
2559          $1,800.00  Upcoming     ORANGE AVE CORONADO CA 92118
2560          $1,800.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2561          $2,800.00  Upcoming     ORANGE AVE CORONADO CA 92118
2562          $2,000.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2563          $2,000.00  Upcoming     ORANGE AVE CORONADO CA 92118
2564          $1,600.00  Upcoming     ORANGE AVE CORONADO CA 92118
2565          $2,000.00  Upcoming     1415 ORANGE AVE #301 CORONADO CA 92118-2948
2566          $1,900.00  Canceled     ORANGE AVE CORONADO CA 92118
2567          $1,800.00  Upcoming     ORANGE AVE CORONADO CA 92118
2568          $1,900.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2569          $1,800.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2570          $2,000.00  Upcoming     ORANGE AVE CORONADO CA 92118
2571          $1,400.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2572          $1,700.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2573          $1,800.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2574          $1,400.00  Upcoming     1415 ORANGE AVE #201 CORONADO CA 92118-2948
2575          $1,300.00  Upcoming     1415 ORANGE AVE #221 CORONADO CA 92118-2948
2576          $1,500.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2577          $1,700.00  Upcoming     1415 ORANGE AVE #306 CORONADO CA 92118-2948
2578          $1,700.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2579          $1,300.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2580          $2,000.00  Upcoming     ORANGE AVE CORONADO CA 92118
2581          $1,500.00  Upcoming     1415 ORANGE AVE #201 CORONADO CA 92118-2948
2582          $1,800.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2583          $1,300.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2584          $1,700.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2585          $1,700.00  Upcoming     ORANGE AVE CORONADO CA 92118
2586          $1,700.00  Upcoming     1415 ORANGE AVE #301 CORONADO CA 92118-2948
2587          $1,400.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2588          $2,000.00  Upcoming     ORANGE AVE CORONADO CA 92118
2589          $1,800.00  Upcoming     1415 ORANGE AVE #308 CORONADO CA 92118-2948
2590          $1,300.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2591          $1,800.00  Upcoming     1415 ORANGE AVE CORONADO CA 92118-2948
2592          $1,900.00  Upcoming     1415 ORANGE AVE #323 CORONADO CA 92118-2948
